cleaned_message,sentiment
dxlg same guy who find uavs link to amzn also say this have link to amzn buysell short gt quotdd in dxlg conference call exactly htgm dxlg drop on the news yesterday they will be raise money in this market be able to be good news if you be raise money that mean no bk like some of the other clothing stock the key news everyone have miss be that dxlg be focus on be an amazon essentials clothe supplier dxlg be provider for amazon let that sink in ammaazzoonn how many stock double on news like thisquot,Bullish
amzn amzn go short well beside head and shoulder rsi divergence fail to create new high pin abr massive,Bearish
work slack amzn will be fucking unstoppable money mouthface money mouthface money mouthface rocket rocket rocket rocket,Bullish
amzn any green on friday be good green can we get close next week or will it be slippery and elusive,Bullish
mu beasting spot on with it,Bullish
mu getup pig,Bullish
mu get back in on the dip,Bullish
mu tear down that wall today and then let run to,Bullish
snap go red you prick,Bearish
snap buy vol great than sell volume in prem rocket rocket rocket rocket rocket,Bullish
snap mm just create bull trap this be not good for longs will hold half day and then shit the bed most likely,Bearish
snap insider sell in charge wake up bulls this be go to be lot of fun,Bearish
snap as ive already tell both set of dumb money to completely complete the weekly reverse head and shoulder then we will bleed off to dollar before this shit company start reverse splitting next year delusional as fuck if you think this unprofitable year old app be ever go to be profitable seriously delusional,Bearish
double bottom signal alert snap more insight,Bullish
snap glad i wait on this,Bullish
snap this will hit buck in next week i be sit on strike call expire jun th looking for double or triple buy them on monday at low price go snapper,Bullish
snap insider sell equal shit storm come gap down below by close on friday,Bearish
patience while dbx morf into its huckleberry form,Bullish
dbx take starter position here position fido own it contra look like fund be accumulate here,Bullish
snap break and we out,Bullish
snap chart great just break out of range from may,Bullish
snap break out rocket rocket rocket rocket rocket chart look great look great yesterday too facewithtearsofjoy short be easy sucker thank in advance for your cash keep add please,Bullish
snap lets fly,Bullish
snap facewithtearsofjoycoming back to ghost the short,Bullish
snap volume be low in the pm sell vol have be great than buy vol but buy vol increase buy vol vs sell spy move up usually support snap let 's see,Bullish
snap drop of to come,Bearish
snap it be overdue for pull back to,Bearish
snap bullish chart guy notice the candle slow move high the last day those be buyer who have more power than seller today be profit take at the high above whole number be always support or resistance short it or buy put it be your money once facewithtearsofjoy,Bullish
spy post this in my room yesterday good start for the projection aapl jpm ba,Bullish
jpm smilingfacewithheart smilingfacewithheart smilingfacewithheart smilingfacewithheart,Bullish
jpm be of my fav long set up here if we can break out of this channel,Bullish
jpm wfc vz stor i be not sell huggingface grinningfacewithbigeyes,Bullish
be careful here get the pop early so may be dip fb msft aapl,Bullish
msft microsoft want chip in everyone can they be stop,Bearish
spy rotation into laggard whiteheavycheckmark wfc aapl msft,Bullish
fb msft aapl always buy the dip especially when the market be up pt reversal in this type of market be unlikely pop high be highly likely watch these to at each next minute,Bullish
zm google meet microsoft teams cisco webex whatsapp facetime slack and god know how many and zoom be worth nauseatedface hmm okay sure yawningface its short rinse and repeat for me csco googl msft,Bearish
the nasdaq will not fall without the mega tech therefore the nasdaq will not fall long long time mean no more than fb msft aapl,Bullish
mu right here would be nice place to move over vwap and squeeze any short,Bullish
mu we may finally get some action today be bore day so far id like to see before the weekend,Bullish
mu another boring day but buyer be buy it up big order be go through,Bullish
mu it be be heck of week,Bullish
mu hourly chart,Bullish
amd mu mrvl welcome to the upside down mu be lead my team all week,Bullish
mu only volume be on the upside pick up the call for next week,Bullish
mu as we get close to we will see move,Bullish
mu attempt to fill the gap keep get bid up were in for move as soon as we cross vwap,Bullish
spy msft buy alert trigger,Bullish
msft msft,Bullish
msft all dip be be buy sell if you want,Bullish
aapl sell entire swing bigly greed kill hit goal time spy msft,Bullish
ttm love it smilingfacewithheart eye,Bullish
race nio ttm fyi fy,Bearish
deathcross rs at hilo ty hold pe div reliance stock trade finance market,Bearish
spy qq iwm every celebrity will be covid positve its call clout chasing they want to keep there name relevant on twtr and social medium sad but true i be sure tom hanks will get fake news exclusive interview,Bullish
today twtr show sell signal ta for short term technical analysis source,Bearish
pin twtr pre announcenent be very positive for pin yes of course there will be slight miss to advertising revenue short term but mdaus be up at the beginning of any social medium companys growth stage like pins growth in mdaus be more important than short term ad revenue spec it be all about the growth of daily average user pin will also have great surge in daus like twitter slow advertising revenue be always short term in nature but daus tend to increase and stay at that level mean more long term ad revenue from large user base more eyeball long term bullish scenario long term,Bullish
