,index,sentiment,cleaned_message
1737,1895,Bullish,nkla time
1738,1896,Bullish,nkla only up now it be over short can not bring it down
1739,1897,Bearish,nkla they admit it roll down hill this be epicc
1740,1898,Bullish,nkla hindenburg sec come
1741,1899,Bearish,nkla this be the big fraud in or may be this decade for active trading ticker list on nyse neutralface
1742,1900,Bullish,nkla bear be soo screw rocket rocket rocket rocket rocket rocket rocket rocket rocket rocket rocket rocket rocket rocketdont bet againist nikola money mouthface money mouthface money mouthface money mouthface money mouthface thumbsup
1743,1901,Bullish,shll if nkla be suppose to be scam operation do not that leave shll with large market share what be i miss with this stock go down
1744,1902,Bullish,nkla tell you the short be here cause of hindenburg they can not stop quote them but lie talk bout they be here for other reason what be da reasonn cardi voice
1745,1903,Bearish,nkla quottravis milton previously own and operate his own construction company prepare him for hydrogen station infrastructure and buildoutsquot haha be you joke
1746,1904,Bearish,nkla prepare for nikola to get absolutely destroy by its critic with this load of bullshit facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy manfacepalmingselector manfacepalmingselector manfacepalmingselector ohh mrevor what have you become
1747,1905,Bullish,nkla handcuff hindenburg now
1748,1906,Bullish,nkla expect buy
1749,1908,Bullish,nkla we be mobile solider time to zr in
1750,1909,Bullish,nkla hottie fire fire
1751,1910,Bullish,nkla thank god that be over time to get back on track
1752,1911,Bullish,nkla ready
1753,1912,Bullish,nkla boom
1754,1913,Bearish,nkla fucking digge its own grave will go up bit because there be idiot who believe all the bs still even after this but big mart investor be ready to get out on the next pop amp i be ready to add to my put on the next pop no should have any trust in this company or trevor milton
1755,1915,Bullish,nkla only nikola
1756,1916,Bearish,nkla fact remain trevor lie about the technology nikola do not have any thats why they rely on gm and iveco
1757,1917,Bearish,nkla so in summary we never say the truck be run on propulsion we never say it be an in house converter and do construction qualify you for high tech hydrogen production
1758,1918,Bullish,nkla basically bear be do very very sorry
1759,1919,Bearish,nkla this must get halt today
1760,1920,Bullish,nkla bear have no idea what be go to hit them today
1761,1921,Bearish,nkla in week this thing will be manfacepalmingselector and yet i see bull talk about and stuff god help us
1762,1922,Bullish,nkla fck short
1763,1923,Bullish,nkla come on shorty double down i love nice little short squeeze in the morning
1764,1924,Bullish,nkla buy the dip
1765,1925,Bearish,nkla in motion
1766,1926,Bullish,nkla what happy monday it be tell you happy for you who buy more
1767,1927,Bearish,nkla because it be literally roll down hill all over youtube
1768,1928,Bullish,nkla arrest hindenburg now
1769,1929,Bullish,nkla nikola believe that the hindenburg report and the opportunistic timing of its publication shortly after announcement of nikola partnership with general motors co and the result positive share price reaction be design to provide false impression to investor and to negatively manipulate the market in order to financially benefit short seller include hindenburg itself nikola have contact and brief the us securities and exchange commission sec regard nikola concern pertain to the hindenburg report nikola intend to fully cooperate with the sec regard its inquiry into these matter nikola an early stage growth company have be through extensive due diligence process start with bosch in hanwha group and valueact capital in cnh industrial nv in and vectolq acquisition corp and general motors in nikola remain laser focus on lay the groundwork toward become the global leader in emission transpo
1770,1930,Bearish,nkla this be suicide admit to deception
1771,1931,Bullish,akba long list this week spaq akba ccxx nkla nwbo happy trading
1772,1932,Bearish,nkla so you bull just need to read carefully again this refuttal lol
1773,1933,Bullish,spaq sell your soul to the devil lets go eye
1774,1934,Bullish,labu iova spaq clvs nice move in premarket chartincrease moneybag checkmark flexedbicep
1775,1935,Bullish,spaq oh its go to be good day grinningfacewithsmilingeye
1776,1936,Bullish,spaq all time high dump it so i can load up more
1777,1937,Bullish,spaq what be the catalyst for this stock i read that fisker car will be produce in fisker inc be california usa base pure ev company with plan to be the worlds first digital car company sit in the quotpremium affordablequot category their first car the fisker ocean be the most award new automobile of ces and be plan to be produce by late
1778,1939,Bullish,spaq today pls
1779,1940,Bullish,immu amp spaq easy money
1780,1941,Bullish,spaq just average up
1781,1942,Bullish,spaq when news out we will be over easy
1782,1943,Bullish,spaq spaq be all over what great morning
1783,1944,Bullish,spaq imagine when we get news lmao
1784,1945,Bullish,spaq today
1785,1946,Bullish,spaq warrant average be
1786,1947,Bullish,spaq my pt be but if everyone let it get volatile and live up to its hype we could see lot high long term could see this
1787,1948,Bullish,spaq just the beginning once we break strap in for the real ride smilingfacewithsunglasse
1788,1949,Bullish,spaq good momentum volcano volcano volcano volcano thumbsup
1789,1950,Bullish,spaq let me buy more at open just stay as low as possible till i buy more please flexedbiceps flexedbiceps glowingstar glowingstar glowingstar glowingstar glowingstar
1790,1951,Bullish,spaq can not wait for the
1791,1952,Bullish,spaq all eye on her
1792,1953,Bullish,spaq nice high low
1793,1954,Bullish,spaq every single day
1794,1956,Bullish,spaq rsi tho
1795,1957,Bullish,spaq
1796,1958,Bullish,spaq in my opinion im just say this be great buy or sell mark my word this be go up or down today begin with collaborative sextile aspect between the moon in proud leo and mercury in social libra set up the day for conversation and connection so obviously theres something go on here either way note i be not professional do your own due diligence and make your move base on the cast of your own chicken bone
1797,1959,Bullish,spaq already hit once today let 's see it again
1798,1960,Bullish,spaq entry share at let get this money moneybag
1799,1963,Bullish,spaq its great that this be run independent of the other like shll and stuff
1800,1964,Bullish,spaq think today
1801,1965,Bullish,spaq i see some short be attack pre market and always weak hand too we will burn this greedy short soon week be very fresh and we be just start
1802,1966,Bullish,spaq damn who be buy that much
1803,1967,Bullish,spaq the bull that keep on run
1804,1968,Bullish,spaq trend behind that fraud trevor its ok we be come for that spot and everyone know it
1805,1969,Bullish,spaq it be good week to be hold spaq share huggingface
1806,1970,Bullish,spaq here it come will bounce range all morning and then pop
1807,1971,Bullish,spaq back to trend on st should be crazy week
1808,1972,Bullish,spaq today be the day i do not expect this much but this want to run today huge mins chart make every cup at support load up guy today
1809,1973,Bullish,spaq round start
1810,1974,Bullish,spaq dphc when your account value have turn parabolic you cant sleep lol
1811,1975,Bullish,spaq new long hold fisker be the new baby tesla
1812,1976,Bullish,spaq i have slap the ask all morning your turn
1813,1980,Bullish,spaq bear facewithtearsofjoy zanyface
1814,1981,Bullish,spaq i do not recall seeing short here do you bull or this early in the am well it be great sign this early monday morning there all sit themselves well cover
1815,1982,Bullish,shll dphc spaq nio wkhs plenty of people here speculate that shll have go up too much at and all other spac be undervalue because they be not yet even if they catch up understand that shll trade at premium for reason have arguably the most long term potential with various exist partnership and product unlike other spac not all spac be create equal
