index,sentiment,cleaned_message
3580,Bearish,fb chance of the stock go to red territory very soon
3586,Bullish,jpm oct forecast timing chart of day in the future recommend positions gt long bullish average price target within day in the future price change investing section gt in rise section of high profit amp low risk todays supply demandsampd strength gt supply demandsampd strength flow appropriate to the current trend supply demandsampd strength trend gt in the midst of an adjustment trend of downward direction box pattern price flow mark by limited rise and downward fluctuation
3587,Bearish,spy bac all bank of america customer be lock out of their account tonight atms be also off line something have happen that could crash the market tomorrow jpm ba
3588,Bearish,jpm my short list monitor view list of all prolific piggies of the stock market
3589,Bullish,jpm literally pullback since er would love to buy some more
3590,Bullish,there be no way that jack phillips quit his cushy prez ceo job at rhhby to join bucket shop that be go to larry say on the call that jack do serious due diligence he hire famous hedge fund to kick the tire investigate stock loan market he call major customer jack know jack as well jack buy of stock with his own money at do he really want job in tucson that badly that he would ruin his career at his peak potential and joe company go to no way the excitement continue the axdx stock borrow drop to as of oct it be off of its peak surprise it be not much higher so perhaps this sell off be really idiot institutional long who lose his nerve and believe the jpm research report without know that axdx change banker and jpm take over all of db prime broker equity client who be short this company like crazy imho
3591,Bearish,jpm garbage garbage garbage
3596,Bullish,snap holld
3597,Bullish,snap snap above close the suspense be kill me
3598,Bullish,snap rip it
3599,Bullish,hdsn this want green big run come another dub stock like jcp rebound to easy play here other similar play be snap or fit or aprn
3600,Bullish,ibio fb ok we be so good first step heaven on discount stock heavly dd handshake
3601,Bullish,fb day closing would be
3602,Bullish,fb load up and ride horse before er
3603,Bearish,fang name get just hammered maybe there will be antitrust news or something spy fb amzn googl aapl
3604,Bullish,fb credit suisse increase price target to apple run in the making
3605,Bearish,tsla be stupid high
3606,Bullish,tsla be smart short should cover and go long over
3607,Bearish,tsla tell me that sale drop wasnt bake in
3608,Bearish,tsla let see report that number be cook here lol
3609,Bearish,tsla may reload put here
3610,Bearish,tsla wow sale drop
3611,Bullish,gs small dec call bot detect also weekly call be the nearitm call we be go to test this week at least
3612,Bullish,itw hum adi pfe can not start the week any well gs too yesterday very good start of week
3613,Bullish,tsla seem to be support
3614,Bullish,tsla spx great close thumbsup twohearts partypopper
3615,Bearish,tsla tesla ceo elon musk be aware of quotliquidity crisisquot at solarcity in accord to cnbc
3616,Bearish,tsla annd red
3617,Bullish,tsla nice consolidation
3618,Bearish,tsla pts in day today down cent just spit in my eye while youre at it just wow pin the premium
3619,Bullish,fb fb buyer january far otm call
3620,Bullish,fb gt gt
3621,Bullish,fb up on these rocket rocket rocket
3622,Bullish,the bear today be like aapl goog tsla fb amzn
3623,Bullish,fb like it love it want some more of it
3624,Bullish,fb beautiful bullflag on the daily
3625,Bullish,googl just about trade stock go into er thats mega bullish if you look at aapl and fb volume
3626,Bullish,fb go to be pin till er look good
3627,Bullish,lot go on tonight tomorrow and the remainder of the week may take trade on wednesday for fb sbux graphic courtesy
3628,Bullish,fb always love buy facebook before er okhand
3629,Bullish,ttm be tell you all it be oversell still very
3630,Bullish,fb once news about news feed get out it will pop as it do today meeting end today
3631,Bearish,fb everything that come out of facebook is pileofpoo igtv can not even figure out how to pay ad to content driver gifts phone cash libra date but but what about ig and whatsapp those be acquired not build in house
3632,Bearish,fb congress may shut down part of fb for privacy violation
3633,Bearish,an investment in fb be an investment in the drumpf administration im bet neither work out
3634,Bearish,fb just start my short position amzn short to close fb short to close nflx short to close
3635,Bearish,broad rank reduction ahead for fb predict
3636,Bullish,fb facebooks news service seem like smart move say henry blodget er can take this to rocket rocket rocket rocket rocket rocket popcorn popcorn collision popcorn
3637,Bullish,amzn fb why the sudden dip
3638,Bullish,mu eod
3639,Bullish,mu amd market at ath now
3640,Bullish,amd mu mrvl market break out everywhere qq and smh at aths spy just shy of aths and look to hit soon only iwm not at ath
3642,Bullish,amd mu mrvl oh hell yeah and now trade news add pop karma for all the time its be drag and all this on down day for amzn
3643,Bullish,mu therefore with strong grow cyclical business and managements effort to stay cash flow positive the book value will grow further along with the earning we expect micron to earn per share next year and we apply multiple we issue month price target base on that we will be buyer of the stock in any market drive weakness whether news drive or tweet drive we strongly encourage investor to buy any dip in the stockquot buy it
3644,Bullish,mu oliwood capital markets inc initiate coverage of micron technology with outperform and set price target of quotwe be very impressed with the micron insight presentation and be more than ever convince that management have successfully divert from single solution memory product to more diversified offering target ai and automotive along with strong demand in datum center the new xpoint memory drive be very impressive fast than any nvme ssd drive with more endurance than ssd for the first time micron be profitable in down cycle and we be amazed to see the free cash flow they still generate with the current book value around we strongly believe that the stock should be trade at least time its value and we see more opportunity for micron to growth its business with the upcoming boom cycle
